data_area_type,data_area_type_FR,data_area,data_area_FR,entity,entity_FR,attribute,attribute_FR,attribute_data_type,attribute_data_type_FR,attribute_description,attribute_description_FR,NEED
Core Support Data,Données de soutien de base,Financial Management,Gestion financière,Budget,Budget,Budget Line Item,Poste budgétaire,Code,Code,The line item used to identify the budget item.,Sert à identifier le poste budgétaire.,
Core Support Data,Données de soutien de base,Financial Management,Gestion financière,Budget,Budget,Budget Centre,Centre budgétaire,Code,Code,The budget centre for the budget item.,Centre budgétaire pour le poste budgétaire.,
Core Support Data,Données de soutien de base,Financial Management,Gestion financière,Budget Status,Statut du budget,Budget Status,Statut du budget,Code,Code,The status of the budget information.,Statut de l'information budgétaire.,
Core Support Data,Données de soutien de base,Financial Management,Gestion financière,Budget Status,Statut du budget,Budget Status Date,Date de statut du budget,Date,Date,The date associated with the status of the budget.,Date associée au statut du budget.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan,Plan des activités,Business Plan Component,Volet du plan des activités,Text,Texte,"The business plan components may include identification of: 1) a few achievable goals that the organization must accomplish, 2) the resources required to deliver those outcomes, 3) and the gap between outcomes and resources.","Le plan des activités peut comprendre les volets suivants : 1) la détermination d'objectifs réalisables à atteindre par l'organisation, 2) la détermination des ressources nécessaires pour les réaliser et 3) l'écart entre les ressources et les objectifs à atteindre.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan,Plan des activités,Business Requirement,Besoins opérationnels,Text,Texte,The business requirements of an organization that feed into the various plans including the Workforce & Workplace plan.,"Besoins opérationnels d'une organisation dont on se sert pour plusieurs plans, dont le plan sur le milieu de travail et la main-d’œuvre. ",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan,Plan des activités,Business Priority,Priorités opérationnelles,Text,Texte,The priorities that have been established for an organization. These priorities set the context for the plan specifically in terms of expectations for specific plan objectives and timing related to the achievement of the plan objectives.,"Priorités établies pour l'organisation. Ces priorités situent le contexte du plan, notamment en ce qui concerne les attentes quant aux objectifs du plan et le calendrier de réalisation de ces objectifs.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan,Plan des activités,Workforce & Workplace Plan,Plan sur le milieu de travail et la main-d’œuvre,Text,Texte,"The Workforce & Workplace plan that is a component of the integrated business plan that addresses workforce & workplace requirements, risks, gaps and costs. The Workforce & Workplace plan is based on the results of the integrated business/HR planning. It covers staffing, employee & labour relations, EE, OL, learning, classification, workplace well-being, etc.","Ce plan, qui s'inscrit dans le plan d'activités intégré, porte sur les besoins, les risques, les écarts et les coûts liés au milieu de travail et à la main-d'œuvre. Il est fondé sur les résultats de la planification intégrée des activités et des RH. Il couvre la dotation, les relations de travail , l'équité en emploi, les langues officielles, l'apprentissage, la classification, le mieux-être au travail, etc.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan,Plan des activités,Workforce & Workplace Plan Effective Date,Date d'entrée en vigueur du plan sur le milieu de travail et la main-d’œuvre,Date,Date,The effective date of the workforce & workplace plan.,Date d'entrée en vigueur du plan sur le milieu de travail et la main-d’œuvre. ,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan Status,Statut du plan des activités,Business Plan Status,Statut du plan des activités,Code,Code,The status of the business plan.,Statut du plan des activités.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Plan Status,Statut du plan des activités,Business Plan Status Date,Date du statut du plan des activités,Date,Date,The date of the business plan status.,Date du statut du plan des activités.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Transformation Approach,Approche de transformation des activités,Business Transformation Plan,Plan de transformation des activités,Text,Texte,"Based on targeted workforce analysis and subject matter expert input, a business transformation plan (e.g. Workforce Adjustment (WFA)) is created. It includes information such as: the area of adjustment (the various locations, regions, positions, etc. being affected), the nature of the business transformation, and information regarding whether this is potentially a workforce adjustment situation or a relocation of a work unit, etc.","On dresse, à la lumière de l'analyse ciblée des effectifs et de l'opinion des experts, un plan de transformation des activités (p. ex. réaménagement des effectifs). Ce plan informe le lecteur sur les sujets suivants : le secteur de réaménagement (bureaux, régions, postes touchés) et la nature de la transformation. De plus, il  précise s'il s'agit d'un réaménagement des effectifs ou d'une réinstallation d'une unité de travail, par exemple.",
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Transformation Approach,Approche de transformation des activités,Business Transformation Plan Approval Date,Date d'approbation du plan de transformation des activités,Date,Date,The date the business transformation plan is approved. It also includes the approval of the course of actions offered to employees affected by the business transformation.,Date d'approbation du plan de transformation des activités. Cela comprend aussi l'approbation des options proposées aux employés touchés par la transformation.,
HR Business Line Data,Données du secteur d'activité RH,HR Planning & Reporting,Planification et rapports RH,Business Transformation Outcome,Résultat de la transformation des activités,Business Transformation Outcome Type,Type de résultat de la transformation des activités,Code,Code,"The business transformation outcome can be an employee being provided with a guarantee of a reasonable job offer (GRJO), an employee being provided with the options, an employee that is a part of a relocation of a work unit, an Executive offered a package, etc. Employees presented with the options are accorded in writing a period of 120 days during which to choose from one of three options: (a) a 12-month surplus period during which to find another position; (b) an offer of a transition support measure (TSM), which is a lump-sum payment tied to years of service; or (c) an offer of a sum equivalent to the TSM, plus an education allowance.","La transformation des activités peut avoir les résultats suivants : un employé reçoit la garantie qu'il recevra une offre d'emploi raisonnable, un employé se fait offrir des options, un employé est réinstallé avec son unité de travail, un gestionnaire reçoit une indemnité de départ, etc. Les employés à qui l'on offre des options reçoivent un document écrit qui leur explique qu'ils ont 120 jours pour choisir l'une des 3 options suivantes : a) une période de priorité d'employé excédentaire d'une durée de 12 mois pour trouver un autre poste; b) une offre de mesure de soutien à la transition (MST), à savoir un montant forfaitaire calculé selon le nombre d'années de service; ou c) une indemnité d'étude qui correspond à la MST plus un montant pour les frais liés aux études (frais de scolarité, frais de livres et d'équipement).",
